des_time,des_pos,des_vel,des_tau,meas_time,meas_pos,meas_vel,meas_tau
1.340000000000000080e+00,-7.224122270595197959e-01,-1.691556846832902972e+00,-1.261948074031441713e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.350000000000000089e+00,-7.377237083610631574e-01,-1.369867969640991001e+00,-9.549976214957094367e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.360000000000000098e+00,-7.497628902019285446e-01,-1.037319930519398525e+00,-6.433018995542469920e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.370000000000000107e+00,-7.584273760224550243e-01,-6.951509539160986018e-01,-3.281396823609143976e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.380000000000000115e+00,-7.636272664990813031e-01,-3.446230902451883349e-01,-1.075178338800965652e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.390000000000000124e+00,-7.652854217850363350e-01,1.297270224863655841e-02,3.076492548448517828e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.400000000000000133e+00,-7.633377834566692499e-01,3.763097690558978581e-01,6.258755127213958547e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.409999999999999920e+00,-7.577337703790298917e-01,7.440178451575136798e-01,9.427586794339135601e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.419999999999999929e+00,-7.484367573579849831e-01,1.114674502347225094e+00,1.257150209419915399e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.429999999999999938e+00,-7.354246396376101780e-01,1.486796631155309134e+00,1.567899144774312248e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.439999999999999947e+00,-7.186904821673232302e-01,1.858832110002895721e+00,1.873860022386343527e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.449999999999999956e+00,-6.982432454778005892e-01,2.229152923642130357e+00,2.173871541055262924e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.459999999999999964e+00,-6.741085733633496169e-01,2.596049794804886623e+00,2.466749672806452853e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.469999999999999973e+00,-6.463296224206456220e-01,2.957729290842840975e+00,2.751284428171945962e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.479999999999999982e+00,-6.149679050822546289e-01,3.312314121108725917e+00,3.026228004857406173e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.489999999999999991e+00,-5.801041121369205911e-01,3.657847032885361394e+00,3.290296404673461073e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+00,-5.418388748214874040e-01,3.992299072421409800e+00,3.542157528813996592e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.510000000000000009e+00,-5.002934223275160575e-01,4.313582285489973245e+00,3.780444391119357928e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
